Rank,WaterSource_Lat,WaterSource_Lon,WaterSource_Elevation_m,WaterSource_Flow_m3s,Intake_Lat,Intake_Lon,Intake_Elevation_m,Powerhouse_Lat,Powerhouse_Lon,Powerhouse_Elevation_m,EffectiveHead_m,WS_Intake_Distance_km,Intake_PH_Distance_km,Total_Distance_km,EstimatedPower_kW
20,35.741197703703705,137.796118,2449.0,0.4173235352954945,35.67334374074074,137.84851433333333,1434.0,35.741197703703705,137.953307,607.0,1842.0,8.897393221614376,12.108391374298717,21.00578459591309,519.7134945223156
21,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.75900714814815,138.52966666666666,1578.0,36.82686111111111,138.37247766666667,346.0,1523.0,4.678562833109827,15.92256087875808,20.601123711867906,506.12441552080185
22,35.46978185185185,138.110496,2101.0,0.4402478351790923,35.40192788888889,138.00570333333334,1759.0,35.33407392592593,137.953307,495.0,1606.0,12.133290447678599,8.907713448059129,21.041003895737727,476.05790317622024
23,35.67334374074074,138.16289233333333,2135.0,0.4109016790226929,35.67334374074074,138.110496,1445.0,35.60548977777778,137.953307,487.0,1648.0,4.743652270233729,16.10498538288008,20.84863765311381,466.2929890428739
24,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.82686111111111,138.47727033333334,1324.0,36.82686111111111,138.37247766666667,346.0,1523.0,12.007484309417745,9.348876793436471,21.356361102854216,463.43748065568104
25,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.75900714814815,138.47727033333334,1525.0,36.82686111111111,138.37247766666667,346.0,1523.0,9.357125315896523,12.007484309417745,21.364609625314266,462.99171648773205
26,36.216175444444445,138.16289233333333,1787.0,0.4303729344627946,36.216175444444445,138.110496,1702.0,36.216175444444445,137.953307,590.0,1197.0,4.711319551020251,14.133957277664408,18.84527682868466,448.13465353602874
27,36.08046751851852,137.7437216666667,2117.0,0.4395886803159939,36.14832148148148,137.796118,1467.0,36.216175444444445,137.90091066666668,626.0,1491.0,8.884937793143136,12.064500020312583,20.949437813455717,446.0469716800097
28,36.41973733333333,137.7437216666667,2363.0,0.37399504669088174,36.487591296296294,137.796118,1478.0,36.487591296296294,137.953307,572.0,1791.0,8.874500450984534,14.08498065642923,22.959481107413765,445.5052752624128
29,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.82686111111111,138.52966666666666,1397.0,36.89471507407407,138.424874,505.0,1364.0,8.864011903286556,12.001109316465262,20.86512121975182,439.5371738973261
30,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.82686111111111,138.47727033333334,1324.0,36.89471507407407,138.424874,505.0,1364.0,12.007484309417745,8.861908161823656,20.8693924712414,439.3182015158613
